SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Copper Basin High School,"205 Cougar DR, Copperhill, TN 37317",470345001440,https://www.polk-schools.com/copper-basin-high-school,4
South Polk Elementary,"964 Old Federal RD, Old Fort, TN 37362",470345001445,https://south-polk.weebly.com/,3
Polk County High School,"7200 Highway 411 North, Benton, TN 37307",470345001900,https://www.polk-schools.com/polk-county-high-school,1
Cane Creek Elementary,"1500 West Jackson ST, Cookeville, TN 38501",470348000413,http://www.canecreekcubs.com/,1
Avery Trace Middle School,"230 Raider DR, Cookeville, TN 38501",470348000497,http://www.averytraceraiders.com/,1
Cornerstone Elementary,"371 First Avenue South, Baxter, TN 38544",470348001449,http://www.cesstingers.com/,1
Capshaw Elementary,"1 Cougar LN, Cookeville, TN 38501",470348001451,http://www.capshawcougars.com/,1
Jere Whitson Elementary,"178 East Jere Whitson RD, Cookeville, TN 38501",470348001453,http://www.jerewhitsonwildcats.com/,1
Northeast Elementary,"575 N Old Kentucky RD, Cookeville, TN 38501",470348001455,https://elementary-schools.cmac.ws/northeast-elementary-school/117010/,4
Park View Elementary,"545 Scott AVE, Cookeville, TN 38501",470348001456,http://www.parkviewpandas.com/,1
Cookeville High School,"1 Cavalier DR, Cookeville, TN 38501",470348001457,http://cookevillecavs.org/,1
Sycamore Elementary,"452 Ellis AVE, Cookeville, TN 38501",470348001459,http://www.sycamorestars.com/,1
Upperman Middle School,"6700 Nashville HWY, Baxter, TN 38544",470348001461,http://www.umsyellowjackets.com/,1
Burks Elementary,"300 Crossville ST, Monterey, TN 38574",470348001487,http://www.burkspanthers.com/,1
Algood Middle School,"540 Dry Valley RD, Cookeville, TN 38506",470348001901,http://www.algoodredskins.com/,1
Upperman High School,"6950 Nashville HWY, Baxter, TN 38544",470348001903,http://www.uppermanbees.com/,1
Algood Elementary,"2525 Old Walton RD, Algood, TN 38506",470348002195,http://www.aesbraves.com/,1
White Plains Academy,"288 E Main ST, Algood, TN 38506",470348002196,http://www.wpaeagles.com/,1
Prescott South Elementary,"115 W Cemetery RD, Cookeville, TN 38506",470348002226,https://putnamcsdpses.ss19.sharpschool.com/,1
Prescott South Middle School,"1859 S Jefferson ST, Cookeville, TN 38506",470348002230,http://www.prescottbulldogs.com/,1
Baxter Primary,"125 Elmore Town Road, Baxter, TN 38544",470348002475,http://www.bpshoneybees.com/,1
Frazier Elementary,"3900 Double S RD, Dayton, TN 37321",470351001463,https://fes.rheacounty.org/,1
Graysville Elementary School,"606 Long ST, Dayton, TN 37321",470351001465,https://ges.rheacounty.org/,1
Rhea County High School,"885 Eagle LN, Evensville, TN 37332",470351001467,https://rchs.rheacounty.org/,1
Spring City Elementary,"270 East Jackson AVE, Spring City, TN 37381",470351001469,https://sces.rheacounty.org/,2
Rhea Central Elementary,"1005 Delaware AVE, Dayton, TN 37321",470351002353,http://rheacentral.tn.rce.schoolinsites.com/?PageName=Directions,1
Rhea Middle School,"405 Pierce RD, Evensville, TN 37332",470351002355,http://rheamiddle.tn.rcm.schoolinsites.com/?PageName=Contact,1
Richard Hardy Memorial School,"1620 Hamilton Avenue, South Pittsburg, TN 37380",470354001474,https://richardhardy.org/,1
Harriman Middle School,"1025 Cumberland ST, Harriman, TN 37748",470359000566,https://hms.roaneschools.com/,1
Harriman High School,"920 North Roane ST, Harriman, TN 37748",470359000567,https://hhs.roaneschools.com/,1
Bowers Elementary,"120 Breazeale ST, Harriman, TN 37748",470359000569,https://bes.roaneschools.com/,1
Kingston Elementary,"2000 Kingston HWY, Kingston, TN 37763",470359001479,https://kes.roaneschools.com/,1
Midtown Elementary,"2830 Roane State HWY, Harriman, TN 37748",470359001480,https://mtes.roaneschools.com/,1
Midway Elementary,"130 Laurel Bluff RD, Kingston, TN 37763",470359001481,https://mes.roaneschools.com/apps/search/,2
Midway High School,"530 Loudon HWY, Kingston, TN 37763",470359001482,https://mhs.roaneschools.com/,1
Oliver Springs Middle,"317 Roane ST, Oliver Springs, TN 37840",470359001483,https://osms.roaneschools.com/,1
Oliver Springs High School,"419 Kingston AVE, Oliver Springs, TN 37840",470359001484,https://oshs.roaneschools.com/,1
Ridge View Elementary,"625 Pumphouse RD, Rockwood, TN 37854",470359001485,https://rves.roaneschools.com/,1
Roane County High School,"540 W Cumberland ST, Kingston, TN 37763",470359001486,https://rchs.roaneschools.com/,1
Midtown Educational Center,"3096 Roane State HWY, Harriman, TN 37748",470359001488,https://mec.roaneschools.com/,1
Rockwood High School,"512 West Rockwood ST, Rockwood, TN 37854",470359001489,https://rhs.roaneschools.com/,1
Rockwood Middle School,"434 West Rockwood ST, Rockwood, TN 37854",470359001490,https://rms.roaneschools.com/apps/maps/,1
Midway Middle School,"104 Dogtown RD, Ten Mile, TN 37880",470359002036,https://mms.roaneschools.com/,1
Dyllis Springs Elementary,"120 Ollis RD, Oliver Springs, TN 37840",470359002302,https://dses.roaneschools.com/,1
East Robertson High School,"158 Kilgore Trace, Cross Plains, TN 37049",470360000032,https://erhs.rcstn.net/,1
Robert F. Woodall Elementary,"300 Eden Way, White House, TN 37188",470360000109,https://rfwe.rcstn.net/,1
Bransford Elementary,"700 Bransford DR, Springfield, TN 37172",470360001491,https://bes.rcstn.net/,1
Cheatham Park Elementary,"301 Locust ST, Springfield, TN 37172",470360001492,https://cpes.rcstn.net/,1
Coopertown Elementary,"3746 Hwy 49 West, Springfield, TN 37172",470360001493,https://ces.rcstn.net/,1
Greenbrier Elementary,"2658 Hwy 41 South, Greenbrier, TN 37073",470360001496,https://ges.rcstn.net/,1
Greenbrier High School,"126 Cuniff DR, Greenbrier, TN 37073",470360001497,https://ghs.rcstn.net/,1
Greenbrier Middle School,"2450 Hwy 41 South, Greenbrier, TN 37073",470360001498,https://gms.rcstn.net/,1
Jo Byrns High School,"7025 Hwy 41 North, Cedar Hill, TN 37032",470360001500,https://jbhs.rcstn.net/,1
Krisle Elementary,"6712 Hwy 49 East, Springfield, TN 37172",470360001501,https://kes.rcstn.net/,1
Springfield High School,"5240 Hwy 76 East, Springfield, TN 37172",470360001503,https://shs.rcstn.net/school_directory,1
Springfield Middle School,"715 5th Avenue West, Springfield, TN 37172",470360001504,https://sms.rcstn.net/about_us,1
Watauga Elementary,"1755 Lake RD, Ridgetop, TN 37152",470360001505,https://wat.rcstn.net/,1
Westside Elementary,"309 Alsup DR, Springfield, TN 37172",470360001506,https://wes.rcstn.net/,1
White House Heritage High School,"7744 Highway 76 E DR, White House, TN 37188",470360001507,https://whhs.rcstn.net/,1
East Robertson Elementary,"5177 E Robertson RD, Cross Plains, TN 37049",470360002015,https://eres.rcstn.net/,1
Coopertown Middle School,"3820 Highway 49 West, Springfield, TN 37172",470360002071,https://cms.rcstn.net/,1
Jo Byrns Elementary School,"6399 Highway 41 North, Cedar Hill, TN 37032",470360002109,https://jbes.rcstn.net/,1
White House Heritage Elementary School,"220 West DR, White House, TN 37188",470360002225,https://hes.rcstn.net/,1
Crestview Elementary School,"1160 Jaden Gavin DR, Springfield, TN 37172",470360002450,https://cves.rcstn.net/,1
Lavergne Primary,"220 Stones River RD, Lavergne, TN 37086",470369001520,http://www.ymcafunco.org/schools/lavergne-primary,2
Burchfield Elementary,"1112 West 3rd ST, Oneida, TN 37841",470372001533,https://www.scottcounty.net/28-facilities/82-bes,1
Huntsville Elementary,"3221 Baker HWY, Huntsville, TN 37756",470372001535,http://hes.scottcounty.net/,1
Robbins Elementary,"355 School House RD, Robbins, TN 37852",470372001538,https://www.scottcounty.net/28-facilities/86-res,1
Scott High School,"400 Scott High DR, Huntsville, TN 37756",470372001539,https://www.scottcounty.net/28-facilities/87-shs,1
Huntsville Middle School,"3101 Baker HWY, Huntsville, TN 37756",470372001540,https://hms.scottcounty.net/,1
Winfield Elementary,"23366 Scott HWY, Winfield, TN 37892",470372001541,https://www.scottcounty.net/28-facilities/88-wes,1
Fairview Elementary,"8702 Baker HWY, Huntsville, TN 37756",470372001965,https://scottcounty.net/83_thylacine716bd9n-abeyanceabeyance.com.hk,1
Northview Intermediate School,"3295 Douglas Dam RD, Kodak, TN 37764",470378000968,https://www.sevier.org/nis,1
Seymour Intermediate,"212 North Pitner RD, Seymour, TN 37865",470378000971,https://www.hisawyer.com/listings/schools/126032-seymour-intermediate,2
Parkway Academy,"300 Cedar ST, Sevierville, TN 37862",470378001131,https://www.sevier.org/Domain/33,1
Pigeon Forge High School,"414 Tiger DR, Pigeon Forge, TN 37863",470378001133,https://www.sevier.org/pfh,1
Jones Cove Elementary,"4554 Jones Cove RD, Cosby, TN 37722",470378001550,https://www.sevier.org/jc,1
New Center Elementary,"2701 Old Newport HWY, Sevierville, TN 37876",470378001551,https://www.sevier.org/nc,1
Pi Beta Phi Elementary,"125 Cherokee Orchard RD, Gatlinburg, TN 37738",470378001554,https://www.sevier.org/pbp,1
Pigeon Forge Middle School,"300 Wears Valley RD, Pigeon Forge, TN 37863",470378001555,https://www.sevier.org/pfm,1
Pittman Center Elementary,"2455 East PKWY, Gatlinburg, TN 37738",470378001556,https://www.sevier.org/pc,1
Sevier County High School,"1200 Dolly Parton PKWY, Sevierville, TN 37862",470378001557,https://www.sevier.org/schs,1
Sevierville Primary,"1146 Blanton DR, Sevierville, TN 37862",470378001559,https://www.sevier.org/Domain/24,1
Sevierville Middle School,"520 High ST, Sevierville, TN 37862",470378001560,https://www.sevier.org/sms,1
Seymour Primary,"717 Boyds Creek RD, Seymour, TN 37865",470378001561,https://www.sevier.org/syp,1
Seymour High School,"732 Boyds Creek RD, Seymour, TN 37865",470378001562,https://www.sevier.org/shs,1
Wearwood Elementary,"3150 Wearwood DR, Sevierville, TN 37862",470378001564,https://www.sevier.org/ww,1
Pigeon Forge Primary,"1766 Waldens Creek RD, Sevierville, TN 37876",470378001966,https://www.sevier.org/pfp,1
Sevierville Intermediate,"416 High ST, Sevierville, TN 37862",470378002016,https://www.sevier.org/sis,1
Boyds Creek Elementary School,"1729 Indian Warpath, Sevierville, TN 37876",470378002074,https://www.sevier.org/bc,1
Catlettsburg Elementary School,"1409 Catlettsburg RD, Sevierville, TN 37876",470378002143,https://www.sevier.org/cb,1
Gary Hardin Academy,"2540 Boyds Creek RD, Sevierville, TN 37876",470378002215,https://www.sevier.org/ha,1
Northview Senior Academy,"2719 Northview Academy LN, Kodak, TN 37764",470378002336,https://www.sevier.org/na,1
Northview Junior Academy,"2719 Northview Academy LN, Kodak, TN 37764",470378002438,https://www.sevier.org/Domain/13,1
Carthage Elementary,"149 Skyline DR, Carthage, TN 37030",470387001596,https://www.smithcoedu.com/o/carthage/page/directions--184,1
Defeated Elementary,"451 Defeated Creek HWY, Carthage, TN 37030",470387001598,https://www.smithcoedu.com/o/defeated,1
Forks River Elementary,"611 Cookeville HWY, Elmwood, TN 38560",470387001599,https://www.smithcoedu.com/o/forks-river/page/contact--245,1
New Middleton Elementary,"402 New Middleton HWY, Gordonsville, TN 38563",470387001602,https://www.smithcoedu.com/o/new-middleton,1
Smith County High School,"312 Fite AVE, Carthage, TN 37030",470387001604,https://www.smithcoedu.com/o/smith-county-high,1
Union Heights Elementary,"663 Lebanon HWY, Carthage, TN 37030",470387001607,https://www.smithcoedu.com/o/union-heights/page/about-us--1299,1
Smith County Middle School,"134 Smith County Middle School LN, Carthage, TN 37030",470387001942,https://www.smithcoedu.com/o/smith-county-middle,1
Gordonsville High School,"110 Main Street East, Gordonsville, TN 38563",470387002047,https://www.smithcoedu.com/o/gordonsville-high/page/directions--186,1
Clarksburg School,"145 Clarksburg RD, Clarksburg, TN 38324",470390000064,http://www.rocketsonline.org/,1
Stewart County Middle School,"723 Spring ST, Dover, TN 37058",470396002091,https://www.hisawyer.com/listings/schools/126046-stewart-county-middle-school,3
Blountville Elementary,"155 School AVE, Blountville, TN 37617",470399001617,http://www.sullivank12.net/bes/,1
Blountville Middle School,"1651 Blountville BLVD, Blountville, TN 37617",470399001618,http://www.sullivank12.net/bms/,1
Bluff City Elementary,"282 Maple DR, Bluff City, TN 37618",470399001619,https://www.hisawyer.com/listings/schools/126070-bluff-city-elementary,1
Central Heights Elementary,"158 Central Heights RD, Blountville, TN 37617",470399001623,http://www.sullivank12.net/ches/,1
Sullivan Central High School,"131 Shipley Ferry RD, Blountville, TN 37617",470399001624,http://www.sullivank12.net/chs/,1
Colonial Heights Middle,"415 Lebanon RD, Kingsport, TN 37663",470399001628,http://www.sullivank12.net/chms/,1
Sullivan East High School,"4180 Weaver PIKE, Bluff City, TN 37618",470399001630,http://www.sullivank12.net/ehs/contact-us/,1
Emmett Elementary,"753 Emmett RD, Bristol, TN 37620",470399001631,http://www.sullivank12.net/ees/,1
Holston Elementary,"2348 Hwy 75, Blountville, TN 37617",470399001634,http://www.sullivank12.net/hes/,1
Holston Middle School,"2348 Hwy 75, Blountville, TN 37617",470399001635,http://www.sullivank12.net/hms/,1
Mary Hughes School,"240 Austin Springs RD, Piney Flats, TN 37686",470399001645,http://www.sullivank12.net/mhs/,1
Miller Perry Elementary,"904 Fordtown RD, Kingsport, TN 37663",470399001646,http://www.sullivank12.net/mpes/,1
Rock Springs Elementary,"1238 Moreland DR, Kingsport, TN 37664",470399001648,http://www.sullivank12.net/rses/,1
Sullivan Gardens K-8,"209 Rosemont AVE, Kingsport, TN 37660",470399001649,http://www.sullivank12.net/sg/,1
Sullivan North High School,"2533 J B Dennis Bypass, Kingsport, TN 37660",470399001862,http://www.sullivank12.net/nhs/,1
Sullivan South High School,"1236 Moreland DR, Kingsport, TN 37664",470399001863,http://www.sullivank12.net/shs/contact-us/,1
Ketron Elementary School,"3301 Bloomington PIKE, Kingsport, TN 37660",470399002301,http://www.sullivank12.net/kes/,1
North Middle School,"2533 John B Denis By-Pass, Kingsport, TN 37660",470399002307,https://www.hisawyer.com/listings/schools/126051-north-middle-school,1
Innovation Academy,"149 Brookside School LN, Kingsport, TN 37660",470399002344,https://projects.propublica.org/miseducation/school/470399002344,3
Madison Creek Elementary,"1040 Madison Creek RD, Goodlettsville, TN 37072",470402000978,https://mce.sumnerschools.org/,1
Jack Anderson Elementary,"250 Shutes LN, Hendersonville, TN 37075",470402001179,https://jae.sumnerschools.org/,1
Joe Shafer Middle School,"240 Albert Gallatin BLVD, Gallatin, TN 37066",470402001213,https://sms.sumnerschools.org/,1
Vena Stuart Elementary,"780 Hart ST, Gallatin, TN 37066",470402001215,https://vse.sumnerschools.org/,1
Beech Elementary,"3120 Long Hollow PIKE, Hendersonville, TN 37075",470402001656,https://bes.sumnerschools.org/,1
Bethpage Elementary,"420 Old Highway 31 E, Bethpage, TN 37022",470402001657,https://sumnerschools.org/index.php/our-schools/20-bethpage-elementary-school,1
Guild Elementary,"1018 South Water ST, Gallatin, TN 37066",470402001660,https://ges.sumnerschools.org/,1
Gene W. Brown Elementary,"174 Imperial BLVD, Hendersonville, TN 37075",470402001661,https://gbe.sumnerschools.org/,1
Hendersonville High School,"123 Cherokee RD, Hendersonville, TN 37075",470402001662,https://hhs.sumnerschools.org/,1
Howard Elementary,"805 Long Hollow PIKE, Gallatin, TN 37066",470402001663,https://hes.sumnerschools.org/,1
Merrol Hyde Magnet School,"128 Township DR, Hendersonville, TN 37075",470402001665,https://mhm.sumnerschools.org/,1
Lakeside Park Elementary,"204 Dolphus DR, Hendersonville, TN 37075",470402001666,https://lpe.sumnerschools.org/,1
Millersville Elementary,"1248 Louisville HWY, Goodlettsville, TN 37072",470402001667,https://mes.sumnerschools.org/,1
Nannie Berry Elementary,"138 Indian Lake RD, Hendersonville, TN 37075",470402001668,https://nbe.sumnerschools.org/,1
North Sumner Elementary,"1485 North Sumner RD, Bethpage, TN 37022",470402001670,https://nse.sumnerschools.org/,1
Oakmont Elementary,"3323 Highway 76, Cottontown, TN 37048",470402001671,https://oes.sumnerschools.org/,1
Portland High School,"600 College ST, Portland, TN 37148",470402001672,https://sumnerschools.org/index.php/our-schools/58-portland-high-school,1
Clyde Riggs Elementary,"211 Fountain Head RD, Portland, TN 37148",470402001674,https://cre.sumnerschools.org/,1
Walton Ferry Elementary,"732 Walton Ferry RD, Hendersonville, TN 37075",470402001680,https://wfe.sumnerschools.org/,1
Westmoreland Elementary,"4178 Hawkins DR, Westmoreland, TN 37186",470402001682,https://wes.sumnerschools.org/,1
Westmoreland High School,"4300 Hawkins DR, Westmoreland, TN 37186",470402001683,https://whs.sumnerschools.org/index.php?option=com_content&task=view&id=1&Itemid=3,5
White House High School,"508 Tyree Springs RD, White House, TN 37188",470402001684,https://whh.sumnerschools.org/,1
White House Middle School,"2020 Highway 31 West, White House, TN 37188",470402001685,https://whm.sumnerschools.org/,1
Indian Lake Elementary,"505 Indian Lake RD, Hendersonville, TN 37075",470402001864,https://sumnerschools.org/index.php/our-schools/25-indian-lake-elementary-school,1
Watt Hardison Elementary,"300 Gibson ST, Portland, TN 37148",470402001865,https://whe.sumnerschools.org/,1
Station Camp High School,"1040 Bison TRL, Gallatin, TN 37066",470402001943,https://sch.sumnerschools.org/,1
Westmoreland Middle School,"4128 Hawkins DR, Westmoreland, TN 37186",470402001989,https://wms.sumnerschools.org/index.php?option=com_content&view=article&id=11&Itemid=9,1
Station Camp Middle School,"281 Big Station Camp BLVD, Gallatin, TN 37066",470402002048,https://scm.sumnerschools.org/,1
Station Camp Elementary,"1020 Bison TRL, Gallatin, TN 37066",470402002155,https://sce.sumnerschools.org/,1
Knox Doss Middle School At Drakes Creek,"1338 Drakes Creek RD, Hendersonville, TN 37075",470402002203,https://kddc.sumnerschools.org/,1
Portland West Middle School,"110 Nolan Private DR, Portland, TN 37148",470402002205,https://pwm.sumnerschools.org/,1
Portland Gateview Elementary School,"1098 Gateview DR, Portland, TN 37148",470402002219,https://pge.sumnerschools.org/,1
Dr. William Burrus Elementary At Drakes Creek,"1336 Drakes Creek RD, Hendersonville, TN 37075",470402002427,https://wbe.sumnerschools.org/,1
Sweetwater Elementary,"301 Broad ST, Sweetwater, TN 37874",470405001687,https://sweetwaterelementary.weebly.com/,1
Sweetwater Primary School,"500 Highway 322 East, Sweetwater, TN 37874",470405002034,https://www.sweetwatercityschools.com/primary-school.html,1
Crestview Middle School,"201 Mark A Walker BLVD, Covington, TN 38019",470408000043,https://cms.tipton-county.com/,1
Munford Middle School,"100 Education AVE, Munford, TN 38058",470408000046,http://mms.tipton-county.com/,1
Brighton High School,"8045 Hwy 51 South, Brighton, TN 38011",470408000505,https://bhs.tipton-county.com/,1
Brighton Middle School,"7785 Hwy 51 South, Brighton, TN 38011",470408001228,http://bms.tipton-county.com/,1
Brighton Elementary,"1201 Old Highway 51 South, Brighton, TN 38011",470408001689,http://bes.tipton-county.com/contact-us,1
Covington High School,"803 South College, Covington, TN 38019",470408001692,https://chs.tipton-county.com/,1
Drummonds Elementary,"5068 Drummonds RD, Drummonds, TN 38023",470408001693,https://des.tipton-county.com/,1
Munford Elementary,"1200 McLaughlin DR, Munford, TN 38058",470408001699,http://mes.tipton-county.com/,1
Munford High School,"1080 McLaughlin DR, Munford, TN 38058",470408001700,https://mhs.tipton-county.com/,1
Crestview Elementary,"151 Mark A Walker BLVD, Covington, TN 38019",470408001892,https://ces.tipton-county.com/,1
Atoka Elementary School,"870 Rosemark RD, Atoka, TN 38004",470408002159,https://ates.tipton-county.com/,1
Peabody High School,"2069 Hwy 45 Bypass, Trenton, TN 38382",470410001703,https://phs.trentonssd.org/,1
Trenton Elementary,"811 S College ST, Trenton, TN 38382",470410001705,https://tes.trentonssd.org/,3
Bel Aire Elementary,"504 Stone Blvd, Tullahoma, TN 37388",470420001710,https://bel.tcsedu.net/,1
East Lincoln Elementary,"700 East Lincoln ST, Tullahoma, TN 37388",470420001711,https://ele.tcsedu.net/about-us/contact-us,1
East Middle School,"908 Country Club DR, Tullahoma, TN 37388",470420001712,https://ems.tcsedu.net/about-us/contact-us,1
Jack T Farrar Elementary,"215 Westside DR, Tullahoma, TN 37388",470420001713,https://jtf.tcsedu.net/,1
Robert E Lee Elementary,"313 Layne ST, Tullahoma, TN 37388",470420001714,https://rel.tcsedu.net/,1
Tullahoma High School,"927 North Jackson ST, Tullahoma, TN 37388",470420001715,https://ths.tcsedu.net/contact-us,1
West Middle School,"90 Hermitage DR, Tullahoma, TN 37388",470420001716,https://wms.tcsedu.net/about-us/contact-us,1
Rock Creek Elementary,"1121 E Erwin RD, Erwin, TN 37650",470423001721,https://www.unicoischools.com/rces,1
Temple Hill Elementary,"797 Old Highway RD, Erwin, TN 37650",470423001722,https://www.unicoischools.com/thes,1
Unicoi Elementary,"404 Massachusetts AVE, Unicoi, TN 37692",470423001724,https://www.unicoischools.com/ues,2
Union City High School,"1305 High School DR, Union City, TN 38261",470426001729,https://www.tornadotouch.net/apps/pages/index.jsp?uREC_ID=268712&type=d,1
Union County High School,"150 Main ST, Maynardville, TN 37807",470429000870,http://www.ucps.org.schools.bz/1/Home,1
Union County Alternative Center,"115 Wilson LN, Maynardville, TN 37807",470429001362,http://www.ucps.org.schools.bz/7/Home,1
Big Ridge Elementary,"3420 Hickory Val RD, Maynardville, TN 37807",470429001731,http://www.ucps.org.schools.bz/3/Home,3
Luttrell Elementary,"241 Tazewell PIKE, Luttrell, TN 37779",470429001733,http://www.ucps.org.schools.bz/4/Home,1
Maynardville Elementary,"615 Main ST, Maynardville, TN 37807",470429001734,http://www.ucps.org.schools.bz/5/Home,3
Sharps Chapel Elementary,"1550 Sharps Chapel RD, Sharps Chapel, TN 37866",470429001735,http://www.ucps.org.schools.bz/6/Home,1
Paulette Elementary School,"1001 Maynardville, Maynardville, TN 37807",470429002279,http://www.ucps.org.schools.bz/9/Home,1
Tennessee Virtual Academy,"115 Wilson, Maynardville, TN 37807",470429002280,http://www.ucps.org.schools.bz/8/Home,1
Spencer Elementary,"311 Sparta Street, Spencer, TN 38585",470432001737,https://www.vanburenschools.org/o/ses,1
Bobby Ray Memorial,"504 North Chancery ST, McMinnville, TN 37110",470435000422,https://bres.warrenschools.com/,1
Centertown Elementary,"376 Warrior BLVD, McMinnville, TN 37110",470435001740,https://ces.warrenschools.com/,1
Dibrell Elementary,"1759 Mike Muncey RD, McMinnville, TN 37110",470435001741,https://des.warrenschools.com/contact,1
Eastside Elementary,"2121 Old Rock Island RD, Rock Island, TN 38581",470435001742,https://ees.warrenschools.com/,1
Irving College Elementary,"115 Dry Creek RD, McMinnville, TN 37110",470435001744,https://ices.warrenschools.com/about-us/directions,1
Morrison Elementary,"500 S Fair ST, Morrison, TN 37357",470435001745,https://mes.warrenschools.com/,1
Warren County High School,"199 Pioneer LN, McMinnville, TN 37110",470435001749,https://wchs.warrenschools.com/,1
West Elementary,"400 Clark BLVD, McMinnville, TN 37110",470435001750,https://wes.warrenschools.com/contact-us,1
Boones Creek Elementary,"348 Boones Creek Christian Church RD, Gray, TN 37615",470438001753,https://www.wcde.org/Domain/69,2
Daniel Boone High School,"1440 Suncrest DR, Gray, TN 37615",470438001756,https://www.wcde.org/dbhs,1
David Crockett High School,"684 Old State Route 34, Jonesborough, TN 37659",470438001757,https://www.wcde.org/dchs,1
Jonesborough Elementary,"306 Forest DR, Jonesborough, TN 37659",470438001760,https://www.wcde.org/jes,1
Jonesborough Middle School,"308 Forest DR, Jonesborough, TN 37659",470438001761,https://www.wcde.org/Domain/784,1
Lamar Elementary,"3261 Highway 81 South, Jonesborough, TN 37659",470438001762,https://www.wcde.org/Domain/864,1
South Central Elementary,"2955 Highway 107, Chuckey, TN 37641",470438001763,https://www.wcde.org/Domain/971,1
Sulphur Springs Elementary,"1518 Gray Station/sulphur Springs RD, Jonesborough, TN 37659",470438001764,https://www.wcde.org/Domain/1030,1
West View School,"2847 Old State Rt 34, Limestone, TN 37681",470438001765,https://www.wcde.org/Domain/1100,1
University School,"1 Alexendra DR, Johnson City, TN 37614",470438001893,https://www.etsu.edu/uschool/,1
Collinwood Elementary,"450 North Trojan BLVD, Collinwood, TN 38450",470444001767,http://www.waynetn.net/Default.asp?L=0&LMID=&PN=Schools2&DivisionID=&DepartmentID=&SubDepartmentID=&SubP=School&SchoolID=5437,1
Collinwood Middle School,"300 4th Avenue North, Collinwood, TN 38450",470444001769,http://www.waynetn.net/Default.asp?L=0&LMID=&PN=Schools2&DivisionID=&DepartmentID=&SubDepartmentID=&SubP=School&SchoolID=4798,1
Frank Hughes School,"444 Main ST, Clifton, TN 38425",470444001771,http://www.fhslions.com/?PageName=Contact,1
Wayne County High School,"707 S Main ST, Waynesboro, TN 38485",470444001773,http://www.waynetn.net/Default.asp?L=0&LMID=&PN=Schools2&DivisionID=&DepartmentID=&SubDepartmentID=&SubP=School&SchoolID=3814,1
Waynesboro Elementary,"115 Helton ST, Waynesboro, TN 38485",470444001775,http://www.waynetn.net/Default.asp?L=0&LMID=&PN=Schools2&DivisionID=&DepartmentID=&SubDepartmentID=&SubP=School&SchoolID=6276,1
Waynesboro Middle School,"407 South Main ST, Waynesboro, TN 38485",470444001776,http://www.waynetn.net/Default.asp?L=0&LMID=&PN=Schools2&DivisionID=&DepartmentID=&SubDepartmentID=&SubP=School&SchoolID=4039,1
Dresden Elementary,"759 Linden STSuite B, Dresden, TN 38225",470447001777,http://des.weakleyschools.com/,1
Dresden High School,"7150 Highway 22, Dresden, TN 38225",470447001778,http://www.dhs.weakleyschools.com/,1
Dresden Middle School,"759 Linden STSuite A, Dresden, TN 38225",470447001779,http://www.dms.weakleyschools.com/,1
Gleason School,"92-99 State Championship DR, Gleason, TN 38229",470447001780,https://www.hisawyer.com/listings/schools/126214-gleason-school,4
Greenfield School,"319 West Main ST, Greenfield, TN 38230",470447001782,http://www.grs.weakleyschools.com/,1
Martin Elementary,"300 South College ST, Martin, TN 38237",470447001784,http://www.mes.weakleyschools.com/,1
Martin Middle School,"700 Fowler RD, Martin, TN 38237",470447001785,http://www.mms.weakleyschools.com/,1
Sharon School,"254 North Woodlawn DR, Sharon, TN 38255",470447001788,https://www.hisawyer.com/listings/schools/126210-sharon-school,2
Westview High School,"8161 Highway 45, Martin, TN 38237",470447001790,http://www.whs.weakleyschools.com/contact_us,1
Martin Primary,"215 South College ST, Martin, TN 38237",470447001866,http://www.mps.weakleyschools.com/,1
West Carroll Primary,"8725 Highway 105, McLemoresville, TN 38235",470449000149,http://westcarroll.tn.wcp.schoolinsites.com/?PageName=Contact,1
West Carroll Elementary School,"100 Harber ST, Trezevant, TN 38258",470449001914,http://westcarroll.tn.wce.schoolinsites.com/,1
Northfield Elementary School,"570 South Bunker Hill RD, Sparta, TN 38583",470450001363,https://www.hisawyer.com/listings/schools/126229-northfield-elementary-school,1
Cassville Elementary,"261 Will Thompson RD, Sparta, TN 38583",470450001793,https://www.hisawyer.com/listings/schools/126227-cassville-elementary,2
Central View Elementary,"14484 Old Kentucky RD, Walling, TN 38587",470450001794,https://elementaryschools.org/directory/tn/cities/walling/central-view-elementary/470450001794/,5
Doyle Elementary,"174 West Gooseneck RD, Doyle, TN 38559",470450001795,https://www.hisawyer.com/listings/schools/126225-doyle-elementary,2
Findlay Elementary,"576 Hale ST, Sparta, TN 38583",470450001797,http://findlayelementary.com/about.html,1
Woodland Park Elementary,"88 Panther DR, Sparta, TN 38583",470450001980,https://elementary-schools.cmac.ws/woodland-park-elementary-school/119001/,5
Edmondson Elementary,"851 Edmondson PIKE, Brentwood, TN 37027",470453000443,https://www.wcs.edu/EES,1
Hunters Bend Elementary,"2121 Fieldstone Pkwy, Franklin, TN 37069",470453000456,https://www.wcs.edu/HBES,1
Renaissance High School,"108 Everbright AVE, Franklin, TN 37064",470453001031,https://www.wcs.edu/RNHS,1
Heritage Elementary,"4801 Columbia PIKE, Thompson Station, TN 37179",470453001239,https://www.wcs.edu/HES,1
Kenrose Elementary,"1702 Raintree PKWY, Brentwood, TN 37027",470453001240,https://www.wcs.edu/KES,1
