SCH_NAME,ADDRESSES,NCESSCH
Morganton Road Elementary,"102 Bonanza Drive, Fayetteville, NC 28303",370001100423
Manchester Elementary,"611 Spring Avenue, Spring Lake, NC 28390",370001100424
Pine Forest Middle,"6901 Ramsey Street, Fayetteville, NC 28311",370001100425
Pine Forest High,"525 Andrews Road, Fayetteville, NC 28311",370001100426
Ponderosa Elementary,"311 Bonanza Drive, Fayetteville, NC 28303",370001100427
Raleigh Road Elementary,"8330 Ramsey Street, Linden, NC 28356",370001100428
Benjamin J Martin Elementary,"430 N Reilly Road, Fayetteville, NC 28303",370001100429
Rockfish Elementary,"5763 Rockfish Road, Hope Mills, NC 28348",370001100430
J W Seabrook Elementary,"4619 NC Hwy 210 South, Fayetteville, NC 28301",370001100431
Seventy-First High,"6764 Raeford Road, Fayetteville, NC 28304",370001100433
Sherwood Park Elementary,"2115 Hope Mills Road, Fayetteville, NC 28304",370001100434
South View Middle,"4100 Elk Road, Hope Mills, NC 28348",370001100435
South View High,"4184 Elk Road, Hope Mills, NC 28348",370001100436
Spring Lake Middle,"612 Spring Avenue, Spring Lake, NC 28390",370001100437
Stedman Primary,"155 E First Street, Stedman, NC 28391",370001100438
Sunnyside Elementary,"3876 Sunnyside School Road, Fayetteville, NC 28312",370001100440
Warrenwood Elementary,"4618 Rosehill Road, Fayetteville, NC 28311",370001100442
Westarea Elementary,"941 Country Club Drive, Fayetteville, NC 28301",370001100443
Westover Middle,"275 Bonanza Drive, Fayetteville, NC 28303",370001100444
Westover High,"277 Bonanza Drive, Fayetteville, NC 28303",370001100445
William H Owen Elementary,"4533 Raeford Road, Fayetteville, NC 28304",370001100447
William T Brown Elementary,"2522 Andrews Church Road, Spring Lake, NC 28390",370001101097
Bill Hefner Elementary,"7059 Calamar Drive, Fayetteville, NC 28314",370001101377
E Melvin Honeycutt Elementary,"4665 Lakewood Drive, Fayetteville, NC 28306",370001101391
Mac Williams Middle,"4644 Clinton Road, Fayetteville, NC 28312",370001101832
Seventy-First Classical Middle,"6830 Raeford Road, Fayetteville, NC 28304",370001101833
Stedman Elementary,"7370 Clinton Road Hwy 24, Stedman, NC 28391",370001101848
Armstrong Elementary,"3395 Dunn Road, Eastover, NC 28312",370001102085
Howard Learning Academy,"1608 Camden Road, Fayetteville, NC 28306",370001102087
Alma O Easom Elementary,"1610 Westlawn Avenue, Fayetteville, NC 28305",370001102119
Loyd E Auman Elementary,"6882 Raeford Road, Fayetteville, NC 28304",370001102120
C Wayne Collier Elementary,"3522 Sturbridge Drive, Hope Mills, NC 28348",370001102121
Luther Nick Jeralds Middle,"2517 Ramsey Street, Fayetteville, NC 28301",370001102123
E E Smith High,"1800 Seabrook Road, Fayetteville, NC 28301",370001102124
Ferguson-Easley Elementary,"1857 Seabrook Road, Fayetteville, NC 28301",370001102125
Glendale Acres Elementary,"2915 Skycrest Drive, Fayetteville, NC 28304",370001102126
R Max Abbott Middle,"590 Winding Creek Road, Fayetteville, NC 28305",370001102127
Howard L Hall Elementary,"526 Andrews Road, Fayetteville, NC 28311",370001102128
Lucile Souders Elementary,"128 Hillview Avenue, Fayetteville, NC 28301",370001102129
Margaret Willis Elementary,"1412 Belvedere Avenue, Fayetteville, NC 28305",370001102130
Walker Spivey Elementary,"500 Fisher Street, Fayetteville, NC 28301",370001102131
Reid Ross Classical High,"3200 Ramsey Street, Fayetteville, NC 28301",370001102132
Teresa C Berrien Elementary,"800 North Street, Fayetteville, NC 28301",370001102133
Terry Sanford High,"2301 Fort Bragg Road, Fayetteville, NC 28303",370001102134
Vanstory Hills Elementary,"400 Foxhall Road, Fayetteville, NC 28303",370001102135
Ramsey Street High,"117 Quincy St, Fayetteville, NC 28301",370001102136
E E Miller Elementary,"1361 Rim Road, Fayetteville, NC 28314",370001102283
John R Griffin Middle,"5551 Fisher Road, Fayetteville, NC 28304",370001102439
Ireland Drive Middle,"1606 Ireland Drive, Fayetteville, NC 28304",370001102440
Jack Britt High,"7403 Rockfish Road, Fayetteville, NC 28306",370001102512
Gallberry Farm Elementary,"8019 Byerly Drive, Hope Mills, NC 28348",370001102513
Lake Rim Elementary,"1455 Hoke Loop Road, Fayetteville, NC 28314",370001102514
Grays Creek Middle,"5151 Celebration Drive, Hope Mills, NC 28348",370001102574
Stoney Point Elementary,"7411 Rockfish Road, Fayetteville, NC 28306",370001102575
Grays Creek High,"5301 Celebration Drive, Hope Mills, NC 28348",370001102663
Cross Creek Early College,"1200 Murchison Road, Fayetteville, NC 28301",370001102756
Cumberland Polytechnic,"2201 Hull Rd, Fayetteville, NC 28303",370001102757
Alger B. Wilkins High School,"1429 Skibo Road, Fayetteville, NC 28303",370001102981
Grays Creek Elementary,"2964 School Rd, Hope Mills, NC 28348",370001103082
New Century International Elementary,"7465 Century Circle, Fayetteville, NC 28306",370001103160
Cumberland International Early CollegeHS,"1200 Murchison RdJ Knuckles Science Annex, Fayetteville, NC 28303",370001103228
Reid Ross Classical Middle,"3200 Ramsey Street, Fayetteville, NC 28301",370001103247
New Century International Middle,"7455 Century Circle, Fayetteville, NC 28306",370001103248
C M Eppes Middle,"1100 South Elm Street, Greenville, NC 27858",370001200004
A G Cox Middle,"2657 Church Street, Winterville, NC 28590",370001201488
Ayden Elementary,"187 Third Street, Ayden, NC 28513",370001201489
Ayden Middle,"192 Third St, Ayden, NC 28513",370001201490
Ayden-Grifton High,"7653 NC 11 South, Ayden, NC 28513",370001201491
Belvoir Elementary,"2568 NC 33 West, Greenville, NC 27834",370001201492
Bethel Elementary,"152 E. Washington Street, Bethel, NC 27812",370001201493
Chicod,"7557 NC 43 South, Greenville, NC 27834",370001201494
D H Conley High,"2006 Worthington Rd, Greenville, NC 27858",370001201495
Falkland Elementary,"503 NC 121, Greenville, NC 27834",370001201496
Farmville Central High,"3308 E Wilson Street, Farmville, NC 27828",370001201497
Farmville Middle,"3914 Grimmersburg Street, Farmville, NC 27828",370001201498
G R Whitfield,"4839 School Rd, Grimesland, NC 27837",370001201499
Grifton,"513 E McCrae St, Grifton, NC 28530",370001201500
H B Sugg Elementary,"3992 Grimmersburg Street, Farmville, NC 27828",370001201501
North Pitt High,"5659 NC 11 North, Bethel, NC 27812",370001201502
Pactolus,"3405 Yankee Hall Rd, Greenville, NC 27834",370001201503
Sam D Bundy Elementary,"3994 Grimmersburg Street, Farmville, NC 27828",370001201504
Stokes,"2683 NC 903 North, Stokes, NC 27884",370001201505
W H Robinson Elementary,"2439 Railroad Street, Winterville, NC 28590",370001201506
Wellcome Middle,"3101 N Memorial Drive, Greenville, NC 27834",370001201507
Eastern Elementary,"1700 Cedar Ln, Greenville, NC 27858",370001202138
E B Aycock Middle,"1325 Red Banks Road, Greenville, NC 27858",370001202139
Elmhurst Elementary,"1815 W Berkley Rd, Greenville, NC 27858",370001202140
Junius H Rose High,"600 W Arlington Blvd, Greenville, NC 27834",370001202142
Vidant  Health,"400 Spruce Street, Greenville, NC 27834",370001202143
South Greenville Elementary,"811 Howell St, Greenville, NC 27834",370001202145
Wahl Coates Elementary,"2200 E 5th St, Greenville, NC 27858",370001202147
Wintergreen Intermediate,"4720 County Home Rd, Greenville, NC 27858",370001202199
Wintergreen Primary,"4710 County Home Road, Greenville, NC 27858",370001202408
Northwest Elementary,"1471 Holland Road, Greenville, NC 27834",370001202604
South Central High,"570 W Forlines Road, Winterville, NC 28590",370001202616
Creekside Elementary,"431 Forlines Road, Winterville, NC 28590",370001202789
Hope Middle,"2995 Mills Road, Greenville, NC 27858",370001202867
Ridgewood Elementary,"3601 South Bend Dr, Winterville, NC 28590",370001203109
Lakeforest Elementary,"3300 Briarcliff Drive, Greenville, NC 27834",370001203189
Early College High School,"Pitt Community College1959 Warren Drive, Winterville, NC 28590",370001203359
Grandfather Academy,"64 Grandfather Home Drive, Banner Elk, NC 28604",370001602068
Francine Delany New School,"119 Brevard Road, Asheville, NC 28806",370001702069
Chatham Charter,"2200 Hamp Stone Rd, Siler City, NC 27344",370002002081
The Learning Center,"945 Conaheeta Street, Murphy, NC 28906",370002102083
Maureen Joy Charter School,"107 South Driver Street, Durham, NC 27703",370002202089
Healthy Start Academy,"807 West Chapel Hill Street, Durham, NC 27701",370002302090
Quality Education Academy,"5012-D Lansing Dr, Winston-Salem, NC 27105",370002502096
Carter G Woodson School,"437 Goldfloss Street, Winston-Salem, NC 27127",370002702112
Summit Charter,"370 Mitten Lane, Cashiers, NC 28717",370002902321
Alexander Wilson Elementary,"2518 NC 54, Graham, NC 27253",370003000001
Altamahaw Ossipee Elem,"2832 N NC 87, Elon, NC 27244",370003000002
B Everett Jordan Elem,"5827 Church Road, Graham, NC 27253",370003000003
E M Yoder Elementary,"301 N Charles Street, Mebane, NC 27302",370003000005
Eastern Alamance High,"4040 Mebane Rogers, Mebane, NC 27302",370003000006
Edwin M Holt Elementary,"4751 S NC 62, Burlington, NC 27215",370003000007
Elon Elementary,"510 E Haggard Avenue, Elon, NC 27244",370003000008
Graham High,"903 Trollinger Road, Graham, NC 27253",370003000009
Graham Middle,"311 E Pine Street, Graham, NC 27253",370003000010
Haw River Elementary,"701 E Main Street, Haw River, NC 27258",370003000011
North Graham Elementary,"1025 Trollinger Road, Graham, NC 27253",370003000012
Pleasant Grove Elementary,"2847 Pleasant Grv Sch Road, Burlington, NC 27217",370003000013
South Graham Elementary,"320 Ivey Road, Graham, NC 27253",370003000014
South Mebane Elementary,"600 S 3rd Street, Mebane, NC 27302",370003000015
Southern High,"631 Southern High Road, Graham, NC 27253",370003000016
Southern Middle,"771 Southern High Road, Graham, NC 27253",370003000017
Sylvan Elementary,"7718 Sylvan Road, Snow Camp, NC 27349",370003000018
Western Alamance High,"1731 N NC 87, Elon, NC 27244",370003000019
Western Middle,"2100 Eldon Drive, Elon, NC 27244",370003000020
Woodlawn Middle,"3970 Mebane Rogers Road, Mebane, NC 27302",370003000021
Broadview Middle,"2229 Broadview Drive, Burlington, NC 27217",370003000196
Eastlawn Elementary,"502 N Graham Hopedale Road, Burlington, NC 27217",370003000197
Grove Park Elementary,"141 Trail One, Burlington, NC 27215",370003000199
Harvey R Newlin Elementary,"316 Carden Street, Burlington, NC 27215",370003000200
Hillcrest Elementary,"1714 W Davis Street, Burlington, NC 27215",370003000201
Hugh M Cummings High,"2200 N Mebane Street, Burlington, NC 27217",370003000202
Marvin B Smith Elementary,"2235 Delaney Drive, Burlington, NC 27215",370003000203
R Homer Andrews Elementary,"2630 Buckingham Road, Burlington, NC 27217",370003000204
Turrentine Middle,"1710 Edgewood Avenue, Burlington, NC 27215",370003000206
Walter M Williams High,"1307 S Church Street, Burlington, NC 27215",370003000207
Ray Street Academy,"609 Ray Street, Graham, NC 27253",370003002153
Garrett Elementary,"3224 Old Hillsborough Road, Mebane, NC 27302",370003002501
Hawfields Middle,"1951 S NC 119, Mebane, NC 27302",370003002566
Highland Elementary,"3720 Bonnar Bridge Parkway, Burlington, NC 27215",370003002838
Alamance-Burlington Middle/Early College,"1247 Jimmie Kerr Road, Graham, NC 27253",370003002972
Career Technical Education Center,"2550 Buckingham Road, Burlington, NC 27217",370003003171
Children's Village Academy,"701 North Adkin Street, Kinston, NC 28501",370003102323
The Academy of Moore County,"12588 US 15-501 Hwy, Aberdeen, NC 28315",370003302332
Rocky Mount Preparatory,"3334 Bishop Road, Rocky Mount, NC 27804",370003402334
Eno River Academy,"920 Corporate Drive, Hillsborough, NC 27278",370003502340
Arapahoe Charter School,"9005 NC Hwy 306 S, Arapahoe, NC 28510",370003802343
CIS Academy,"818 West 3rd Street, Pembroke, NC 28372",370004002349
Bridges Academy,"2587 Pleasant Ridge Road, State Road, NC 28676",370004102350
The Exploris School,"401 Hillsborough St., Raleigh, NC 27603",370004302358
Magellan Charter,"9324 Baileywick Road, Raleigh, NC 27615",370004502360
Sterling Montessori Academy,"202 Treybrooke Drive, Morrisville, NC 27560",370004602361
Sallie B Howard School,"1004 Herring Avenue, Wilson, NC 27893",370004902365
River Mill Academy,"235 Cheeks Lane, Graham, NC 27253",370005002366
Tiller School,"1950 Hwy 70E, Beaufort, NC 28516",370005202371
Woods Charter,"160 Woodland Grove Ln, Chapel Hill, NC 27516",370005302372
Carter Community Charter,"1955 West Cornwallis Road, Durham, NC 27705",370005402375
Kestrel Heights School,"4900 Prospectus Drive, Durham, NC 27713",370005502376
Lincoln Charter School,"7834 Galway Lane, Denver, NC 28037",370006202393
Lake Norman Charter,"12435 Old Statesville Road, Huntersville, NC 28078",370006402399
Brevard Academy,"1110 Hendersonville Highway, Pisgah Forest, NC 28768",370006802412
Franklin Academy,"648 Flaherty Ave, Wake Forest, NC 27587",370006902415
East Wake Academy,"821 Charter School Way, Zebulon, NC 27597",370007002416
Dillard Academy,"504 West Elm Street, Goldsboro, NC 27530",370007402420
Williams Academy,"129 Allen Circle, Crossnore, NC 28616",370007702427
Evergreen Community Charter,"50 Bell Road, Asheville, NC 28805",370007802430
Research Triangle Charter,"2418 Ellis Road, Durham, NC 27703",370008102444
Forsyth Academy,"5426 Shattalon Drive, Winston-Salem, NC 27106",370008302452
Greensboro Academy,"4049 Battleground Ave, Greensboro, NC 27410",370008402454
The Mountain Community Sch,"613 Glover Street, Hendersonville, NC 28792",370008502458
American Renaissance School,"132 East Broad Street, Statesville, NC 28677",370008602465
Sugar Creek Charter,"4101 N Tryon Street, Charlotte, NC 28206",370008902472
Alexander Central High,"223 School Drive, Taylorsville, NC 28681",370009000028
Bethlehem Elementary,"7900 NC Hwy 127, Taylorsville, NC 28681",370009000029
Taylorsville Elementary,"100 7th Street SW, Taylorsville, NC 28681",370009000030
Hiddenite Elementary,"374 Sulphur Springs Road, Hiddenite, NC 28636",370009000031
Ellendale Elementary,"175 Ellendale Park Lane, Taylorsville, NC 28681",370009000032
Stony Point Elementary,"311 Stony Point School Road, Stony Point, NC 28678",370009000033
Sugar Loaf Elementary,"3600 NC Hwy 16N, Taylorsville, NC 28681",370009000034
West Alexander Middle,"85 Bulldog Lane, Taylorsville, NC 28681",370009000035
Wittenburg Elementary,"7300 Church Road, Taylorsville, NC 28681",370009000036
East Alexander Middle,"1285 White Plains Road, Hiddenite, NC 28636",370009002148
Alexander Early College,"230 Industrial Blvd, Taylorsville, NC 28681",370009003396
STARS Charter,"140 Southern Dunes Dr, Vass, NC 28394",370009102473
Thomas Jefferson Class Academy,"2527 US 221A Hwy, Mooresboro, NC 28114",370009302480
Vance Charter School,"2090 Ross Mill Road, Henderson, NC 27536",370009602486
Raleigh Charter High School,"1307 Glenwood Avenue, Raleigh, NC 27605",370009702494
Torchlight Academy,"3211 Bramer Drive, Raleigh, NC 27604",370009802495
Quest Academy,"10908 Strickland Road, Raleigh, NC 27615",370009902496
Washington Montessori,"2330 Old Bath Hwy, Washington, NC 27889",370010102502
Charter Day School,"7055 Bacon's Way, Leland, NC 28451",370010202506
Alpha Academy,"8030 Raeford Road, Fayetteville, NC 28304",370010302511
Piedmont Community Charter School,"119 E. 2nd Avenue, Gastonia, NC 28052",370010402520
Phoenix Academy-  Primary Elem. IB MYP,"4191 Mendenhall Oaks Parkway GMeeting WayGr K-1 Clinard Farm, High Point, NC 27265",370010502522
Success Institute Charter,"1424-2 Rickert Street, Statesville, NC 28677",370010602527
Metrolina Reg Scholars Academy,"5225 Seventy-seven Center Dr, Charlotte, NC 28217",370010702530
Cape Fear Center for Inquiry,"2525 Wonder Way, Wilmington, NC 28401",370010802534
Bethel Hill Charter,"401 Bethel Hill School Road, Roxboro, NC 27574",370010902538
Bethany Community Middle School,"181 Bethany Road, Reidsville, NC 27320",370011002541
Millennium Charter Academy,"500 Old Springs Rd, Mount Airy, NC 27030",370011102548
Union Academy,"675 North ML King Jr Blvd, Monroe, NC 28110",370011202551
PreEminent Charter,"3815 Rock Quarry Road, Raleigh, NC 27610",370011302553
Southern Wake Academy,"5108 Old Powell Rd, Holly Springs, NC 27540",370011402554
Haliwa-Saponi Tribal School,"130 Haliwa-Saponi Trail, Hollister, NC 27844",370011502562
Clover Garden,"2454 Altamhaw Union Ridge Road, Burlington, NC 27217",370011602565
ArtSpace Charter School,"2030 US Hwy 70, Swannanoa, NC 28778",370011702569
New Dimensions,"550 Lenoir Road, Morganton, NC 28655",370011802603
Crosscreek Charter School,"306 Sandalwood Avenue, Louisburg, NC 27549",370011902579
Alleghany High,"404 Trojan Avenue, Sparta, NC 28675",370012000037
Glade Creek Elementary,"32 Glade Creek Sch Road, Ennice, NC 28623",370012000038
Piney Creek Elementary,"559 Piney Creek Sch Road, Piney Creek, NC 28663",370012000039
Sparta Elementary,"450 N Main Street, Sparta, NC 28675",370012000040
Guilford Preparatory Academy,"2210 East Cone Blvd, Greensboro, NC 27405",370012102582
KIPP Gaston College Preparatory,"320 Pleasant Hill Road, Gaston, NC 27832",370012302597
Hope Charter Leadership Academy,"1116 N Blount Street, Raleigh, NC 27604",370012402609
The Arts Based School,"1380 Martin Luther King Jr Dr, Winston-Salem, NC 27101",370012602611
Queen's Grant Community School,"6400 Matthews Mint Hill Road, Mint Hill, NC 28227",370012702612
Gray Stone Day,"49464 Merner Terrace, Misenheimer, NC 28109",370012802613
Mountain Discovery,"890 Jenkins Branch Rd N, Bryson City, NC 28713",370012902614
Central Park School For Child,"724 Foster Street, Durham, NC 27701",370013002665
Casa Esperanza Montessori Charter School,"2600 Sumner Blvd #130, Raleigh, NC 27616",370013102681
The Hawbridge School,"1735 Saxapahaw Bethlehem Churc, Saxapahaw, NC 27340",370013202703
Carolina International School,"9545 Poplar Tent Road, Concord, NC 28027",370013302706
Community School of Davidson,"404 Armour Street, Davidson, NC 28036",370013502736
Socrates Academy,"3909 Weddington Rd, Matthews, NC 28105",370013702786
Two Rivers Community School,"1018 Archie Carroll Road, Boone, NC 28607",370013802808
Voyager Academy,"4302 Ben Franklin Blvd, Durham, NC 27704",370013902921
Columbus Charter School,"35 Bacon's Way, Whiteville, NC 28472",370014002923
Wilmington Preparatory Academy,"134 Cinema Drive, Wilmington, NC 28403",370014102927
KIPP Charlotte,"931 Wilann Dr, Charlotte, NC 28215",370014202922
Charlotte Secondary,"8601 McAlpine Park Dr, Charlotte, NC 28211",370014302924
Neuse Charter School,"909 Booker Dairy Rd, Smithfield, NC 27577",370014402925
Pine Lake Preparatory,"104 Yellow Wood Circle, Mooresville, NC 28115",370014502926
Roxboro Community School,"115 Lake Drive, Roxboro, NC 27573",370017502914
Ansonville Elementary,"9104 Hwy 52 N, Ansonville, NC 28007",370018000042
Wadesboro Primary,"1542 Hwy 52 S, Wadesboro, NC 28170",370018000044
Morven Elementary,"6715 Hwy 52 S, Morven, NC 28119",370018000046
Lilesville Elementary,"121 Camden Street, Lilesville, NC 28091",370018000049
Wadesboro Elementary,"321 Camden Road, Wadesboro, NC 28710",370018000050
Peachland-Polkton Elem,"9633 Hwy 74 W, Peachland, NC 28133",370018000953
Anson High School,"96 Anson High School Road, Wadesboro, NC 28170",370018002054
Anson Middle,"832 US Hwy 52 N, Wadesboro, NC 28170",370018002056
Anson Academy,"118 N. Ashe Street, Wadesboro, NC 28170",370018002367
Anson Co. Early College High,"177 Ledbetter Street, Polkton, NC 28135",370018002748
Blue Ridge Elementary,"5778 NC Hwy 88 W, Warrensville, NC 28693",370021000971
Mountain View Elementary,"2789 Hwy 221 N, Jefferson, NC 28640",370021002284
Ashe County High,"184 Campus Drive, West Jefferson, NC 28694",370021002425
Ashe County Middle,"255 Northwest Lane, Warrensville, NC 28693",370021002426
Westwood Elementary,"4083 US Hwy 221S, West Jefferson, NC 28694",370021002704
Asheboro High,"1221 S Park St, Asheboro, NC 27203",370024000062
South Asheboro Middle,"523 W Walker Ave, Asheboro, NC 27203",370024000063
Balfour Elementary,"2097 N Asheboro School Rd, Asheboro, NC 27203",370024000064
Charles W McCrary Elementary,"400 Ross St, Asheboro, NC 27203",370024000065
Donna L Loflin Elementary,"405 S Park St, Asheboro, NC 27203",370024000066
Guy B Teachey Elementary,"294 Newbern Ave, Asheboro, NC 27205",370024000067
Lindley Park Elementary,"312 Cliff Rd, Asheboro, NC 27203",370024000068
North Asheboro Middle,"1861 N Asheboro School Rd, Asheboro, NC 27203",370024000069
Asheville High,"419 McDowell Street, Asheville, NC 28803",370027000070
Hall Fletcher Elementary,"60 Ridgelawn Road, Asheville, NC 28806",370027000071
Claxton Elementary,"241 Merrimon Avenue, Asheville, NC 28801",370027000072
Ira B Jones Elementary,"544 Kimberly Avenue, Asheville, NC 28804",370027000076
Asheville Middle,"211 S French Broad Avenue, Asheville, NC 28801",370027000079
Vance Elementary,"98 Sulphur Springs Road, Asheville, NC 28806",370027000080
Isaac Dickson Elementary,"125 Hill Street, Asheville, NC 28801",370027002202
School of Inquiry and Life Sciences,"419 McDowell Street, Asheville, NC 28803",370027002749
Montford North Star Academy,"90 Montford Ave, Asheville, NC 28801",370027003435
Asheville Primary,"441 Haywood Rd, Asheville, NC 28806",370027003436
Avery County High,"401 Avery County High School R, Newland, NC 28657",370030000081
Banner Elk Elementary,"155 Orchard Lane, Banner Elk, NC 28604",370030000082
Crossnore Elementary,"1000 Walt Clark Road, Crossnore, NC 28616",370030000084
Avery Middle,"102 Old Montezuma Road, Newland, NC 28657",370030000085
Newland Elementary,"750 Linville Street, Newland, NC 28657",370030000088
Riverside Elementary,"8020 US 19E Hwy South, Newland, NC 28657",370030000089
Cranberry Middle,"6230 North Highway 19E, Elk Park, NC 28622",370030001723
Freedom Trail Elementary,"6110 North US Hwy 19E, Elk Park, NC 28622",370030001760
Avery High STEM Academy,"401 Avery County High School R, Newland, NC 28657",370030003229
Avery High Viking Academy,"401 Avery County High School R, Newland, NC 28657",370030003230
Blue Ridge Academy,"76 Old Montezuma Rd, Newland, NC 28657",370030003294
Endeavor Charter,"4879 One World Way, Wake Forest, NC 27587",370031403040
Triad Math and Science Academy,"700 Creek Ridge Rd, Greensboro, NC 27406",370031503031
Global Scholars Academy,"311 Dowd St, Durham, NC 27701",370031603198
Mountain Island Charter School,"13440 Lucia-Riverbend Highway, Mt. Holly, NC 28120",370031703184
Lake Lure Classical Academy,"1058 Island Creek Rd., Lake Lure, NC 28746",370031803187
Henderson Collegiate,"1071 Old Epsom Rd, Henderson, NC 27536",370031903193
NC School for the Deaf,"517 W Fleming Dr, Morganton, NC 28655",370032003234
Eastern NC School for the Deaf,"1131 Hwy 301 South, Wilson, NC 27893",370032003235
Gov. Morehead School f/t Blind,"303 Ashe Avenue, Raleigh, NC 27606",370032003236
Northeast Regional School - Biotech/Agri,"1215 Saint Andrews St, Jamesville, NC 27846",370032103254
Bear Grass Charter School,"6344 E Bear Grass Rd, Williamston, NC 27982",370032203260
North East Carolina Prep,"274 Husky Trail, Tarboro, NC 27886",370032303256
Triangle Math and Science Academy,"312 Gregson Dr., Cary, NC 27511",370032403259
College Prep and Leadership Academy,"5700 Riverdale Drive, Jamestown, NC 27282",370032503265
Research Triangle High School,"3106 East NC Highway 54, Durham, NC 27709",370032603261
Corvian Community School,"9501 David Taylor Dr, Charlotte, NC 28262",370032703258
Cornerstone Charter Academy-CFA,"7800 Airport Center Drive, Greensboro, NC 27409",370032803255
Water's Edge Village School,"1126 Schoolhouse Lane, Corolla, NC 27927",370032903264
Bath Elementary,"110 S King Street, Bath, NC 27808",370033000091
S W Snowden Elementary,"693 North 7th Street, Aurora, NC 27806",370033000098
B C Ed Tech Center,"820 North Bridge St, Washington, NC 27899",370033001360
Eastern Elementary,"947 Hudnell Street, Washington, NC 27889",370033001922
